river,year,row_id,x,y,DamBin,DamBin_encoded,Regulated_binary,DamDistance_km,migration_rate_m_per_yr,curvature_1_per_m,EVI_change_2000_2016_unitless,EVI_change_2016_2024_unitless,Delta_EVI_change_unitless,CV_runoff_ERA5_2000_2016_unitless,CV_runoff_ERA5_2016_2024_unitless,Delta_ERA5_CV_unitless
Blackwarrior,2016,305,420798.0403,3601413.815,10–30 km,2,1,25.49877663,-4.506728957,-0.002995773,0.108335564,0.265702996,0.157367432,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,306,420962.1264,3601380.191,10–30 km,2,1,25.53034274,-2.722436481,-0.00193486,0.015773284,0.426286716,0.410513432,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,307,421087.7145,3601335.155,10–30 km,2,1,25.57452565,14.28897907,-4.54e-05,0.016949804,0.534742661,0.517792857,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,308,421285.4617,3601237.383,10–30 km,2,1,25.67221668,-13.04209954,0.000527452,-0.053793226,0.543013598,0.596806824,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,309,421486.9799,3601201.894,10–30 km,2,1,25.70916883,-12.53577553,0.001187393,-0.040229955,0.519820673,0.560050628,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,310,421611.2899,3601192.26,10–30 km,2,1,25.72048838,-4.496930201,0.000310957,-0.133118661,0.545337938,0.678456599,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,311,421930.4634,3601192.211,10–30 km,2,1,25.72761077,-9.562990789,3.04e-05,-0.128999689,0.5373754,0.666375089,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,312,422188.3331,3601202.855,10–30 km,2,1,25.72557734,-3.406538496,-0.000445005,-0.051107137,0.414504591,0.465611728,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,313,422372.9838,3601192.626,10–30 km,2,1,25.7435512,15.76081708,-0.000851255,-0.105317177,0.426903246,0.532220423,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,314,422629.8607,3601126.179,10–30 km,2,1,25.82289752,14.91468817,-0.000932886,0.057676445,0.297086709,0.239410264,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,315,422837.9314,3601015.634,10–30 km,2,1,25.94561305,13.93375524,-0.001258203,-0.055597662,0.463728862,0.519326524,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,316,422985.6177,3600835.098,10–30 km,2,1,26.13552599,15.22268383,-0.000455285,0.019827955,0.32181352,0.301985565,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,317,423139.5282,3600628.802,10–30 km,2,1,26.35229345,8.590076598,0.000100057,0.003542005,0.287344646,0.283802641,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,318,423249.2001,3600484.086,10–30 km,2,1,26.50492154,6.38185346,-9.39e-05,0.042103578,0.247170508,0.20506693,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,319,423344.01,3600403.405,10–30 km,2,1,26.5928654,9.644482994,-0.003677719,0.020036405,0.382330301,0.362293896,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,320,423364.3115,3600283.787,10–30 km,2,1,26.71377302,4.046719212,-0.00720183,-0.002294433,0.318924147,0.32121858,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,321,423317.3399,3600186.3,10–30 km,2,1,26.80722194,1.408192426,-0.002436329,0.066639191,0.233949409,0.167310218,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,322,423134.8036,3600104.23,10–30 km,2,1,26.87530503,-4.136916723,1.73e-05,-0.009380465,0.277263399,0.286643864,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,323,422923.6846,3599944.752,10–30 km,2,1,27.02013559,-4.243448686,0.000426877,0.000619272,0.281109708,0.280490436,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,324,422788.8851,3599848.913,10–30 km,2,1,27.1075772,-16.90578301,0.003248261,0.033750476,0.285323008,0.251572532,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,325,422708.314,3599736.722,10–30 km,2,1,27.21502952,-17.96808458,0.001304592,0.078859518,0.299281678,0.22042216,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,326,422662.6769,3599400.896,10–30 km,2,1,27.54799695,0.619417779,0.000312588,0.04892116,0.277047306,0.228126146,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,327,422662.7213,3599089.013,10–30 km,2,1,27.85955116,-4.431265729,0.00033132,0.053379081,0.31812509,0.264746009,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,328,422670.8242,3598984.707,10–30 km,2,1,27.96417356,11.6422413,-0.0001522,0.020057312,0.331055887,0.310998575,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,329,422668.8126,3598734.409,10–30 km,2,1,28.21410676,-1.509380069,-1.42e-05,-0.070777562,0.400368727,0.471146289,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,330,422659.6886,3598576.441,10–30 km,2,1,28.3714435,-5.255970485,0.002237799,-0.075130089,0.286152637,0.361282726,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,331,422674.9331,3598467.804,10–30 km,2,1,28.48075869,-6.891319748,0.004802384,-0.038147582,0.356960032,0.395107614,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,332,422802.9866,3598375.1,10–30 km,2,1,28.58026552,11.83399841,0.000611989,-0.02876597,0.27799493,0.3067609,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,333,423023.1349,3598226.367,10–30 km,2,1,28.74193991,-8.543668408,0.000328741,-0.04109727,0.361061919,0.402159189,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,334,423171.5699,3598151.252,10–30 km,2,1,28.82670164,-2.407084636,0.002769725,-0.056050963,0.325089525,0.381140488,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,335,423256.3943,3598126.26,10–30 km,2,1,28.85756485,-3.111484645,0.010920369,-0.058087337,0.381174624,0.439261961,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,336,423363.1383,3598197.571,10–30 km,2,1,28.79423526,-5.822055172,0.001300153,-0.056203511,0.402595701,0.458799212,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,337,423524.9548,3598471.101,10–30 km,2,1,28.53412539,-2.212132311,0.00016758,-0.057294189,0.370639517,0.427933706,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,338,423663.641,3598788.002,10–30 km,2,1,28.22995147,-18.31559685,-0.000239194,-0.137145836,0.722969539,0.860115375,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,339,423831.0448,3599051.838,10–30 km,2,1,27.98229046,15.94591468,-0.000710596,0.017861918,0.582365688,0.56450377,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,340,424036.2594,3599294.184,10–30 km,2,1,27.76116638,8.762976758,-9.26e-05,0.042848338,0.387289644,0.344441306,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,341,424605.4512,3599795.213,10–30 km,2,1,27.32773817,40.68697509,9.21e-05,0.075493349,0.191410849,0.1159175,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,342,424734.9923,3599965.552,10–30 km,2,1,27.17523085,3.789983858,0.001187204,0.032154894,0.267489746,0.235334852,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,343,424854.769,3600153.975,10–30 km,2,1,27.00431202,8.704938776,0.000476646,0.034078794,0.352111048,0.318032254,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,344,425000.2826,3600410.285,10–30 km,2,1,26.77057308,7.751033753,0.000333498,0.011734652,0.421829285,0.410094633,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,345,425126.0084,3600798.993,10–30 km,2,1,26.40413731,24.69226922,0.001159735,0.040224784,0.29453041,0.254305626,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,346,425139.0444,3600975.367,10–30 km,2,1,26.23163335,-13.51454774,0.000268327,0.064428879,0.374182848,0.309753969,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,347,425050.3509,3601677.854,10–30 km,2,1,25.52356116,-32.37390683,5.79e-05,0.05598515,0.266840834,0.210855684,1.305027957,0.967452609,-0.337575348
Blackwarrior,2016,348,425043.3835,3601829.221,10–30 km,2,1,25.37282963,-17.49826612,0.000268968,0.044270161,0.272750135,0.228479974,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,349,424966.4486,3602246.282,10–30 km,2,1,24.94878806,-2.427988914,0.000222577,0.102862644,0.297314295,0.194451651,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,350,424902.589,3602380.724,10–30 km,2,1,24.80623544,2.014597257,-0.000525293,0.094941576,0.098081785,0.003140209,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,351,424845.2179,3602669.406,10–30 km,2,1,24.51212905,-10.08347467,-0.000964059,0.031568834,0.241893326,0.210324492,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,353,424928.2432,3602904.274,10–30 km,2,1,24.2924268,-12.46001991,-0.000389537,0.12381739,0.240247897,0.116430507,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,355,425115.8665,3603259.56,10–30 km,2,1,23.9712369,9.883543066,-0.006425722,0.124951323,0.26580921,0.140857887,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,357,425392.3123,3603254.87,10–30 km,2,1,24.02257957,2.728458786,-0.003013432,0.042225211,0.273032613,0.230807402,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,358,425519.0251,3603158.094,10–30 km,2,1,24.14026463,-4.814637573,-0.001849303,0.066362397,0.33840217,0.272039773,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,359,425592.1124,3602957.882,10–30 km,2,1,24.35042017,-8.486962246,-0.000150442,0.054896166,0.384271718,0.329375552,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,360,425660.5235,3602823.563,10–30 km,2,1,24.49496229,-6.893989864,0.003308432,0.105978108,0.295671943,0.189693835,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,361,425725.2972,3602767.437,10–30 km,2,1,24.56202621,5.820193731,0.008614753,0.097431924,0.408861393,0.311429469,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,362,425842.209,3602743.349,10–30 km,2,1,24.60750561,4.191055668,0.00478541,0.056209174,0.476876823,0.420667649,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,363,425988.5096,3602891.027,10–30 km,2,1,24.49064144,14.68124448,0.000906138,0.046018201,0.358011215,0.311993014,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,364,426105.379,3603148.414,10–30 km,2,1,24.26155783,19.82379179,0.002059168,0.024243311,0.442018055,0.417774744,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,365,426146.9516,3603241.444,10–30 km,2,1,24.17890054,-47.19702934,0.00033311,0.032004415,0.450028791,0.418024376,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,366,426186.6501,3603890.373,10–30 km,2,1,23.55223643,4.474127959,0.000285048,0.037573402,0.3462305,0.308657098,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,367,426171.0265,3604069.524,10–30 km,2,1,23.37378992,-2.308984519,9.32e-05,0.02592738,0.300437421,0.274510041,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,368,426081.776,3604961.314,10–30 km,2,1,22.48335349,22.82204784,-9.27e-05,0.031470914,0.326105516,0.294634602,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,369,426060.2864,3605167.425,10–30 km,2,1,22.27743693,4.770950575,-0.002563641,0.122081727,0.313088722,0.191006995,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,370,426156.3885,3605377.005,10–30 km,2,1,22.09425176,4.034450831,-0.001750826,0.023886188,0.423933587,0.400047399,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,371,426279.0668,3605512.896,10–30 km,2,1,21.98982222,4.649509586,-0.002117582,0.097671955,0.505179142,0.407507187,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,372,426461.0786,3605608.804,10–30 km,2,1,21.93943712,-1.172077147,-0.001728963,0.140279011,0.464587785,0.324308774,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,373,426689.5666,3605614.248,10–30 km,2,1,21.99009538,6.474277383,-0.001950073,0.051571543,0.697030376,0.645458833,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,374,426813.0787,3605533.893,10–30 km,2,1,22.09900219,1.281760046,-0.000829368,0.054114352,0.561799262,0.50768491,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,375,426910.9827,3605497.619,10–30 km,2,1,22.1591406,12.56533036,5.73e-05,0.054201931,0.675806075,0.621604144,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,377,427464.6053,3605259.864,10–30 km,2,1,22.53666243,1.430282732,-0.001025466,0.050366578,0.345100614,0.294734036,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,378,427570.7645,3605165.722,10–30 km,2,1,22.65677332,6.223871168,-0.001405917,0.043813303,0.286799392,0.242986089,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,379,427725.9872,3605004.688,10–30 km,2,1,22.85526218,4.111510399,-0.001907144,-0.01362868,0.234211824,0.247840504,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,380,427762.5606,3604849.991,10–30 km,2,1,23.01401743,1.295513708,-0.002327856,0.050446786,0.313507553,0.263060767,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,381,427737.1515,3604660.102,10–30 km,2,1,23.18896706,8.468133684,-0.000390866,0.057043454,0.388772119,0.331728665,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,382,427681.845,3604400.559,10–30 km,2,1,23.4228081,-15.18215169,0.000152559,0.064958714,0.288962342,0.224003628,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,383,427655.2583,3604258.407,10–30 km,2,1,23.55218278,-7.974477303,0.001611942,0.054060073,0.243446146,0.189386073,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,384,427664.0583,3604131.446,10–30 km,2,1,23.67675014,5.883955725,0.000838486,0.038931704,0.285655451,0.246723747,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,385,427694.4255,3603910.505,10–30 km,2,1,23.89768284,12.04627657,0.000965027,0.068645777,0.17838009,0.109734313,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,386,427758.3465,3603785.475,10–30 km,2,1,24.03544201,5.845144127,0.002992224,0.037626346,0.26549711,0.227870764,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,387,427824.6128,3603700.551,10–30 km,2,1,24.13529432,5.066962211,0.004279372,0.041491407,0.286935018,0.245443611,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,388,427936.9804,3603650.006,10–30 km,2,1,24.21495383,2.095596569,0.003059949,0.029760461,0.269513013,0.239752552,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,389,428076.6716,3603668.118,10–30 km,2,1,24.23683324,9.074300538,0.002276999,0.041180151,0.243197955,0.202017804,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,390,428178.564,3603705.695,10–30 km,2,1,24.22995409,8.286954454,0.002482432,0.041649378,0.099848703,0.058199325,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,391,428307.072,3603774.316,10–30 km,2,1,24.20167007,6.864942353,0.001097826,0.037334042,0.186608672,0.14927463,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,392,428555.0857,3603999.512,10–30 km,2,1,24.06110961,-4.939040526,0.000751565,0.037993274,0.209667791,0.171674517,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,393,428660.6427,3604294.26,10–30 km,2,1,23.81342374,-8.473608989,0.000545252,0.03659281,0.364653225,0.328060415,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,394,428732.3248,3604528.681,10–30 km,2,1,23.61362428,-7.784203965,-0.000415512,0.024908187,0.461745915,0.436837728,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,395,428773.4143,3604629.939,10–30 km,2,1,23.5308455,-21.13570913,-0.000360308,0.047251708,0.340678779,0.293427071,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,396,428922.8925,3604933.91,10–30 km,2,1,23.29231784,-4.295267035,-0.00042312,0.035027627,0.339617514,0.304589887,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,397,429056.9547,3605158.967,10–30 km,2,1,23.12526899,-2.160312725,-0.00094927,0.066323733,0.250842503,0.18451877,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,398,429290.2611,3605346.325,10–30 km,2,1,23.03004545,3.608016909,-0.000508762,0.045278578,0.318327958,0.27304938,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,399,429549.5539,3605487.343,10–30 km,2,1,22.99096345,13.02867954,-0.000362626,0.045451204,0.182708434,0.13725723,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,400,429652.1586,3605540.792,10–30 km,2,1,22.97871663,1.395838048,-0.000493037,0.049954903,0.078554058,0.028599155,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,401,430085.6469,3605769.607,10–30 km,2,1,22.93058226,13.95500519,-0.000162057,0.021264704,0.296505473,0.275240769,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,402,430673.2064,3605877.783,10–30 km,2,1,23.06600922,-26.91822378,0.000100967,0.070128492,0.467021065,0.396892573,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,403,430787.1862,3605909.18,10–30 km,2,1,23.08450468,3.057307716,0.011899429,0.090508201,0.420881914,0.330373713,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,404,430823.6655,3606094.239,10–30 km,2,1,22.93153021,9.146644868,0.002196253,0.05522546,0.292408324,0.237182864,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,405,430665.9458,3606313.846,10–30 km,2,1,22.66596978,4.477922653,0.000395005,0.058507047,0.118794074,0.060287027,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,406,430486.0112,3606574.275,10–30 km,2,1,22.35414908,-6.531181611,-0.000204534,0.099391654,0.103206563,0.003814909,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,407,430409.5246,3606674.208,10–30 km,2,1,22.23144693,-26.37845017,-0.000433716,0.077495683,0.180662842,0.103167159,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,408,430132.5834,3607145.488,10–30 km,2,1,21.68766541,-17.2351446,-0.000196108,0.036096,0.137966517,0.101870517,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,409,430028.6307,3607607.664,10–30 km,2,1,21.22375942,22.86234885,-0.000187715,0.060789506,0.179228712,0.118439206,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,410,429943.3191,3607841.981,10–30 km,2,1,20.97511526,-8.343247743,1.84e-05,0.067567188,0.226262905,0.158695717,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,411,429777.9339,3608434.894,10–30 km,2,1,20.36725893,-3.743956644,8.94e-05,0.099074605,0.315696964,0.216622359,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,412,429695.9734,3608682.656,10–30 km,2,1,20.10795937,12.16171499,0.003754541,0.087193747,0.299632551,0.212438804,1.269338391,0.960713259,-0.308625132
Blackwarrior,2016,413,429606.8289,3608748.455,10–30 km,2,1,20.01069045,-4.250863701,0.002204855,0.075163419,0.310353985,0.235190566,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,414,429310.1527,3608776.965,10–30 km,2,1,19.86177903,14.09282942,0.000508047,0.011367353,0.237136236,0.225768883,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,415,429094.8173,3608787.286,10–30 km,2,1,19.76532199,2.983568494,0.00058183,0.032014489,0.216651866,0.184637377,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,416,428798.7332,3608746.461,10–30 km,2,1,19.68654595,7.307347944,0.000635493,0.09081945,0.191737674,0.100918224,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,417,428599.6125,3608674.129,10–30 km,2,1,19.6775396,-14.00502228,0.000510257,0.071102871,0.299943027,0.228840156,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,418,428313.4353,3608553.722,10–30 km,2,1,19.68393125,16.64805153,0.000283976,0.106123354,0.308269362,0.202146008,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,419,428087.8986,3608404.717,10–30 km,2,1,19.74313836,-20.52584502,-0.000145282,0.086314071,0.246698752,0.160384681,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,420,427857.2127,3608268.96,10–30 km,2,1,19.79164753,-21.01651149,-0.000551531,0.088863292,0.389587916,0.300724624,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,421,427588.6712,3608192.631,10–30 km,2,1,19.77514948,-19.45478908,-0.000303976,0.08599436,0.263396627,0.177402267,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,422,427371.1373,3608147.817,10–30 km,2,1,19.7484974,7.932944652,0.000232226,0.014131836,0.267817589,0.253685753,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,423,427038.2944,3608046.412,10–30 km,2,1,19.7438714,-7.98012324,0.000205078,0.0551059,0.14762991,0.09252401,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,424,426723.1826,3607905.746,10–30 km,2,1,19.78804396,-8.652002342,0.000102525,0.011678124,0.125169705,0.113491581,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,425,426553.307,3607819.881,10–30 km,2,1,19.82397421,-7.268841987,-0.001639899,0.072171329,0.178676015,0.106504686,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,426,426370.6316,3607769.231,10–30 km,2,1,19.82431737,11.44387661,-0.001878582,0.054483888,0.371399522,0.316915634,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,427,426138.012,3607871.682,10–30 km,2,1,19.66568068,-16.725849,-0.000277028,0.045201765,0.400545717,0.355343952,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,428,425866.9683,3607983.155,10–30 km,2,1,19.49107056,-9.736113649,-1e-05,0.045604584,0.280303313,0.234698729,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,429,425539.7774,3608091.31,10–30 km,2,1,19.30986336,14.99752784,-0.000415334,0.024162623,0.210505524,0.186342901,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,430,425297.8392,3608225.447,10–30 km,2,1,19.1258288,17.38820872,-0.00060257,0.055436024,0.238587105,0.183151081,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,431,425028.4874,3608446.638,10–30 km,2,1,18.8532093,16.96787382,-0.000435638,0.005805797,0.253284175,0.247478378,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,432,424880.9225,3608646.431,10–30 km,2,1,18.62782934,-14.13388289,-0.000466622,0.060627338,0.195767275,0.135139937,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,433,424785.0016,3608748.881,10–30 km,2,1,18.5085537,4.442010838,-0.000220593,0.04843721,0.062528526,0.014091316,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,434,424531.7885,3609095.319,10–30 km,2,1,18.12041191,-10.76825861,-0.000190719,0.062903404,0.226086874,0.16318347,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,435,424326.7506,3609443.449,10–30 km,2,1,17.74092704,-26.14144138,-0.00070791,0.071634215,0.202661235,0.13102702,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,436,424253.9901,3609675.88,10–30 km,2,1,17.49925768,-12.13492574,-0.000198411,0.064440184,0.189567723,0.125127539,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,437,424201.9554,3610120.501,10–30 km,2,1,17.05224873,-1.30633091,0.000427707,0.074282595,0.315667923,0.241385328,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,438,424043.8214,3610408.328,10–30 km,2,1,16.74130757,-17.04746667,0.000497995,-0.004379321,0.444655908,0.449035229,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,439,423850.54,3610686.903,10–30 km,2,1,16.43447582,-9.32914875,-0.000203358,0.006924748,0.407451603,0.400526855,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,440,423743.3283,3610866.673,10–30 km,2,1,16.23988848,8.203446716,-0.002248935,0.069657886,0.280002581,0.210344695,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,441,423739.2652,3610998.425,10–30 km,2,1,16.10908998,-9.594745378,-0.003336736,0.034712741,0.274200573,0.239487832,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,442,423770.2934,3611139.876,10–30 km,2,1,15.9743384,-8.607030228,-0.001611291,0.068837412,0.271584857,0.202747445,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,443,423879.7402,3611300.313,10–30 km,2,1,15.83411421,12.36212735,-0.001101384,0.036496363,0.353005346,0.316508983,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,444,424012.8956,3611453.052,10–30 km,2,1,15.70684903,-15.23061661,-0.00232843,0.071316851,0.339552204,0.268235353,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,445,424163.2156,3611504.557,10–30 km,2,1,15.68386933,-0.926896585,-0.002439121,0.057880369,0.278435744,0.220555375,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,446,424353.2302,3611486.31,10–30 km,2,1,15.73876429,3.649978369,-0.00029742,0.058193995,0.446015034,0.387821039,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,447,424559.7099,3611433.272,10–30 km,2,1,15.83327935,-14.871367,0.000337884,0.026659274,0.36310579,0.336446516,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,448,424814.5383,3611448.776,10–30 km,2,1,15.87421201,-17.04142238,8.38e-06,-0.023917847,0.306128176,0.330046023,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,449,425054.6496,3611426.595,10–30 km,2,1,15.95214341,13.09663717,-0.000172908,0.02426181,0.390838428,0.366576618,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,450,425218.9875,3611414.062,10–30 km,2,1,16.0047939,-11.05229857,0.000166913,0.048401693,0.351862486,0.303460793,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,451,425443.7214,3611400.408,10–30 km,2,1,16.07588914,-17.09341727,0.000364189,0.071005271,0.292375465,0.221370194,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,452,425734.3458,3611397.322,10–30 km,2,1,16.15802598,-2.518465483,0.000320194,0.089009201,0.138249752,0.049240551,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,453,426071.176,3611463.357,10–30 km,2,1,16.19278464,-7.46935573,0.000278676,0.077355777,0.270204935,0.192849158,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,454,426333.9677,3611517.004,10–30 km,2,1,16.22287948,14.07573187,0.000255042,0.080056099,0.063057675,-0.016998424,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,455,426611.3676,3611615.133,10–30 km,2,1,16.22024948,23.32262286,0.000243673,0.086886141,0.308121654,0.221235513,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,456,426860.0659,3611699.435,10–30 km,2,1,16.2258764,-6.10644636,2.54e-05,0.091664275,0.167917385,0.07625311,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,457,427153.9743,3611847.713,10–30 km,2,1,16.19273534,-1.019135935,-0.000675192,0.117399551,0.158757899,0.041358348,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,458,427331.0922,3611867.9,10–30 km,2,1,16.24001931,4.836782834,-0.002525509,0.086510533,0.095028132,0.008517599,1.238918841,0.953451531,-0.28546731
Blackwarrior,2016,459,427503.1862,3611831.679,10–30 km,2,1,16.3392169,12.19558018,-0.00081012,0.080316959,0.143865059,0.0635481,1.238918841,0.953451531,-0.28546731
