river,year,bend_id,n_points,s_length_m,curvature_abs_max,curvature_abs_mean,apex_row_id,apex_x,apex_y,DamDistance_km_mean,Delta_EVI_change_unitless_mean,CV_runoff_selected_mean,is_training_any,apex_s_m,mean_migration_rate,median_migration_rate,std_migration_rate,mean_migration_abs,max_migration_abs,mean_curvature,std_curvature,mean_curvature_abs,frac_pos_curv,frac_pos_migration,s_min,s_max,span_s_m,best_lag_m,best_lag_abs_corr,best_lag_corr_signed,n_pairs_for_best_lag,chord_len_m,sinuosity_unitless
Blackwarrior,2000,Blackwarrior_2000_40,8,1017.127254,0.00094537,0.000555547,218,422360.4271,3628548.076,1.825356519,0.194731173,1.093508029,True,80310.49362,-0.4408885825000002,-0.700262479,5.928725569187747,5.322364627,7.040506618,-0.0005555465,0.00041298139154861274,0.0005555465,0.0,0.5,79604.49269,80621.61994,1017.127250000005,258.0,0.9908008515849476,0.9908008515849476,6,972.6383581763644,1.045740429060447
Blackwarrior,2000,Blackwarrior_2000_41,8,928.1656435,0.001509182,0.001055483,220,422873.749,3628692.408,2.906912132,0.171902622,1.093508029,True,80843.85608,1.8259509235,4.2414427340000005,8.421046417445918,7.2024339185,10.75296599,0.0010554825,0.00031982184526523067,0.0010554825,1.0,0.75,80843.85608,81772.02172,928.1656400000065,0.0,0.3377041961043854,0.3377041961043854,8,898.2516082843781,1.0333025122802244
Blackwarrior,2000,Blackwarrior_2000_42,6,337.6716906,0.004791371,0.002169739,225,423304.4956,3630041.878,3.772567989,0.248078686,1.093508029,True,82380.90382,-0.4934200296666668,-1.999305872,3.39108271234456,3.0397623809999996,3.819513527,-0.0021697393333333335,0.002114074009075053,0.0021697393333333335,0.0,0.3333333333333333,82187.18175,82524.85344,337.67169000000285,0.0,0.0693269329153339,0.0693269329153339,6,330.8014875187531,1.0207683560699146
Blackwarrior,2000,Blackwarrior_2000_43,6,459.3407159,0.005665972,0.002476009,228,423893.7968,3630399.402,4.394726189,0.463065137,1.093508029,True,83096.98313,-0.12072074466666649,-3.240652783,5.003502137387643,4.345748696666667,6.337541928,0.0024760086666666668,0.0024904427053814076,0.0024760086666666668,1.0,0.3333333333333333,82855.97859,83315.31931,459.3407200000074,0.0,0.588597657875162,-0.588597657875162,6,384.49353819901796,1.1946643318157413
Blackwarrior,2000,Blackwarrior_2000_44,6,544.8174191,0.002338142,0.001042707,231,423463.7677,3631160.313,4.838210203,0.355494903,1.093508029,True,84005.46128,0.5776269736666667,3.296741737,5.291651626445766,4.717187432333334,6.209340688,-0.0010427066666666665,0.0010036511136989122,0.0010427066666666665,0.0,0.6666666666666666,83692.96271,84237.78013,544.8174199999921,0.0,0.37912291721744457,-0.37912291721744457,6,517.5065776321745,1.052773902107264
Blackwarrior,2000,Blackwarrior_2000_45,4,296.2540787,0.001696279,0.001403071,234,423643.2504,3632047.186,5.575545001,0.400336982,1.093508029,True,84939.30975,-5.852314711,-5.852314711,4.5870199299474415,5.852314711,9.824790498,0.001403071,0.0003385674354571036,0.001403071,1.0,0.0,84643.05568,84939.30975,296.2540699999954,,,,0,296.2540786670035,1.000000000111379
Blackwarrior,2000,Blackwarrior_2000_46,6,522.5895944,0.002556484,0.00151652,236,423277.4303,3632515.634,5.965784208,0.10755479,1.093508029,True,85581.70881,-5.035452576333333,-6.801783616,5.522054537110061,6.254820407666667,10.13362586,-0.0015165196666666666,0.0008223928402053769,0.0015165196666666666,0.0,0.3333333333333333,85257.62492,85780.21451,522.5895900000032,0.0,0.04764214110507479,0.04764214110507479,6,473.9997207017509,1.1025103424666842
Blackwarrior,2000,Blackwarrior_2000_47,6,891.9482581,0.002719262,0.00176016,239,423536.6723,3633001.553,6.598546041,0.274745078,1.093508029,True,86135.65016,-2.3193300546666666,-0.824692029,6.936775355443226,5.372744744666666,10.71342017,0.0017601596666666668,0.0010681797145965031,0.0017601596666666668,1.0,0.3333333333333333,85970.58463,86862.53289,891.9482600000047,0.0,0.5923712961175644,-0.5923712961175644,6,815.9222476769489,1.093178008859923
Blackwarrior,2000,Blackwarrior_2000_48,14,1801.861134,0.003253503,0.001572713,247,422288.1501,3634792.961,7.510108019,0.26019486,1.093508029,True,88819.05244,1.3045578567142857,3.986919772,6.411276184217599,5.908775109571429,10.0851789,-0.0015727132857142857,0.0010922928153796793,0.0015727132857142857,0.0,0.7142857142857143,87299.7204,89101.58153,1801.8611299999902,946.0,0.7199699043311544,0.7199699043311544,6,1126.2080494991976,1.5999362948979559
Blackwarrior,2000,Blackwarrior_2000_49,14,1342.042659,0.004953789,0.002189086,250,423094.8592,3634719.172,8.332184708,0.18060734,1.01499721,True,89633.53712,0.22685178014285728,1.617105024,6.407459368142369,5.227020879857143,11.88385477,0.0021890860000000002,0.0018824604036354613,0.0021890860000000002,1.0,0.7142857142857143,89479.52966,90821.57232,1342.0426600000064,860.0,0.9838637656758024,-0.9838637656758024,6,745.6037612963706,1.7999408381022777
Blackwarrior,2000,Blackwarrior_2000_5,10,2092.243982,0.000670357,0.000366438,35,425096.7279,3600684.234,26.51432334,0.233808648,1.305027957,True,10911.9773,8.207104857800001,4.604301038,6.885301019145527,8.207104857800001,18.15186853,0.0003664418,0.0002080924328160178,0.0003664418,1.0,1.0,9821.809803,11914.05378,2092.243977,172.0,0.9826366721131177,0.9826366721131177,8,1986.2288807284049,1.0533750678485334
Blackwarrior,2000,Blackwarrior_2000_50,16,1749.565335,0.00746477,0.002114667,261,422102.7344,3636599.92,9.276472666,0.116216542,0.956114096,True,92347.67132,3.648718594375,3.500749986,4.137052627446478,4.549637103875,10.88063664,-0.0021146669999999998,0.0022592297728348037,0.0021146669999999998,0.0,0.75,91050.1072,92799.67254,1749.565340000001,1204.0,0.9657232807909731,0.9657232807909731,6,1248.0542451923293,1.4018343687700738
Blackwarrior,2000,Blackwarrior_2000_51,6,811.2310956,0.001731082,0.000786101,267,423259.9834,3636749.259,10.05684878,0.178454302,0.956114096,True,93579.39761,5.859739531,9.059960922,5.617617197191235,6.777407247666667,9.895759246,0.000786101,0.0007821974257543936,0.000786101,1.0,0.6666666666666666,93072.75885,93883.98994,811.2310900000011,0.0,0.09658245542628806,0.09658245542628806,6,651.7903884541972,1.2446196046614564
Blackwarrior,2000,Blackwarrior_2000_52,16,1718.208003,0.007641046,0.001897305,272,423083.2678,3638395.535,11.48559969,0.116984179,0.956114096,True,95240.50501,2.18510460325,3.9151194735,4.021075906446268,4.33630972725,5.811008262,-0.00189730475,0.002529352255152071,0.00189730475,0.0,0.75,94325.36669,96043.57469,1718.2079999999987,430.0,0.564537214774049,0.564537214774049,12,1004.5099852004276,1.710493701719819
Blackwarrior,2000,Blackwarrior_2000_53,14,1533.571525,0.015208911,0.003128816,278,424065.9942,3637989.272,11.94610755,0.131042066,0.956114096,True,96393.00762,2.2379177872857143,2.092732793,4.044366855490139,3.604387299,8.246608738,0.0031288155714285716,0.005145047210894043,0.0031288155714285716,1.0,0.7142857142857143,96257.9387,97791.51023,1533.571530000001,774.0,0.9908287619059359,-0.9908287619059359,8,1093.7180873144591,1.4021634485039627
Blackwarrior,2000,Blackwarrior_2000_54,10,631.4028099,0.006640533,0.003976319,287,423580.0326,3639636.277,12.79505534,0.266823272,0.956114096,True,98621.07267,0.4637583678000001,1.533114919,5.060743934121296,3.8639078202,8.080084257,-0.0039763192,0.002279025767867333,0.0039763192,0.0,0.6,98116.66676,98748.06957,631.4028100000141,172.0,0.49649550764776396,0.49649550764776396,6,437.04548259651483,1.4447073246216755
