river,year,row_id,x,y,DamBin,DamBin_encoded,Regulated_binary,DamDistance_km,migration_rate_m_per_yr,curvature,EVI_change_2000_2018_unitless,EVI_change_2018_2024_unitless,Delta_EVI_change_unitless,CV_runoff_ERA5_2000_2018_unitless,CV_runoff_ERA5_2018_2024_unitless,Delta_ERA5_CV_unitless,__source,epoch,is_training,ds_m,s_m,curv_sign,curv_sign_ff,bend_id,U_mode,CV_runoff_selected,CV_runoff_z,phase_lag_min_m,phase_lag_max_m,phase_lag_step_m,migration_abs_m_per_yr
Blackwarrior,2018,442,423770.2934,3611139.876,10–30 km,2,1,15.9743384,-8.607030228,-0.001611291,0.068837412,0.271584857,0.202747445,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,35848.32574,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,8.607030228
Blackwarrior,2018,443,423879.7402,3611300.313,10–30 km,2,1,15.83411421,12.36212735,-0.001101384,0.036496363,0.353005346,0.316508983,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,194.2128549,36042.53859,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,12.36212735
Blackwarrior,2018,443,423879.7402,3611300.313,10–30 km,2,1,15.83411421,12.36212735,-0.001101384,0.036496363,0.353005346,0.316508983,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,36042.53859,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,12.36212735
Blackwarrior,2018,444,424012.8956,3611453.052,10–30 km,2,1,15.70684903,-15.23061661,-0.00232843,0.071316851,0.339552204,0.268235353,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,202.6315935,36245.17018,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,15.23061661
Blackwarrior,2018,444,424012.8956,3611453.052,10–30 km,2,1,15.70684903,-15.23061661,-0.00232843,0.071316851,0.339552204,0.268235353,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,36245.17018,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,15.23061661
Blackwarrior,2018,445,424163.2156,3611504.557,10–30 km,2,1,15.68386933,-0.926896585,-0.002439121,0.057880369,0.278435744,0.220555375,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,158.898922,36404.06911,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,0.926896585
Blackwarrior,2018,445,424163.2156,3611504.557,10–30 km,2,1,15.68386933,-0.926896585,-0.002439121,0.057880369,0.278435744,0.220555375,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,36404.06911,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,0.926896585
Blackwarrior,2018,446,424353.2302,3611486.31,10–30 km,2,1,15.73876429,3.649978369,-0.00029742,0.058193995,0.446015034,0.387821039,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,190.8887142,36594.95782,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,3.649978369
Blackwarrior,2018,446,424353.2302,3611486.31,10–30 km,2,1,15.73876429,3.649978369,-0.00029742,0.058193995,0.446015034,0.387821039,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,36594.95782,-1,-1,Blackwarrior_2018_26,absorbed,0.953451531,-0.635498169,0,3000,86,3.649978369
Blackwarrior,2018,447,424559.7099,3611433.272,10–30 km,2,1,15.83327935,-14.871367,0.000337884,0.026659274,0.36310579,0.336446516,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,213.1827759,36808.1406,1,1,Blackwarrior_2018_27,absorbed,0.953451531,-0.635498169,0,3000,86,14.871367
Blackwarrior,2018,447,424559.7099,3611433.272,10–30 km,2,1,15.83327935,-14.871367,0.000337884,0.026659274,0.36310579,0.336446516,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,36808.1406,1,1,Blackwarrior_2018_27,absorbed,0.953451531,-0.635498169,0,3000,86,14.871367
Blackwarrior,2018,448,424814.5383,3611448.776,10–30 km,2,1,15.87421201,-17.04142238,8.38E-06,-0.023917847,0.306128176,0.330046023,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,255.2996033,37063.4402,1,1,Blackwarrior_2018_27,absorbed,0.953451531,-0.635498169,0,3000,86,17.04142238
Blackwarrior,2018,448,424814.5383,3611448.776,10–30 km,2,1,15.87421201,-17.04142238,8.38E-06,-0.023917847,0.306128176,0.330046023,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,37063.4402,1,1,Blackwarrior_2018_27,absorbed,0.953451531,-0.635498169,0,3000,86,17.04142238
Blackwarrior,2018,449,425054.6496,3611426.595,10–30 km,2,1,15.95214341,13.09663717,-0.000172908,0.02426181,0.390838428,0.366576618,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,241.1336417,37304.57384,-1,-1,Blackwarrior_2018_28,absorbed,0.953451531,-0.635498169,0,3000,86,13.09663717
Blackwarrior,2018,449,425054.6496,3611426.595,10–30 km,2,1,15.95214341,13.09663717,-0.000172908,0.02426181,0.390838428,0.366576618,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,37304.57384,-1,-1,Blackwarrior_2018_28,absorbed,0.953451531,-0.635498169,0,3000,86,13.09663717
Blackwarrior,2018,450,425218.9875,3611414.062,10–30 km,2,1,16.0047939,-11.05229857,0.000166913,0.048401693,0.351862486,0.303460793,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,164.815113,37469.38895,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,11.05229857
Blackwarrior,2018,450,425218.9875,3611414.062,10–30 km,2,1,16.0047939,-11.05229857,0.000166913,0.048401693,0.351862486,0.303460793,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,37469.38895,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,11.05229857
Blackwarrior,2018,451,425443.7214,3611400.408,10–30 km,2,1,16.07588914,-17.09341727,0.000364189,0.071005271,0.292375465,0.221370194,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,225.1483012,37694.53726,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,17.09341727
Blackwarrior,2018,451,425443.7214,3611400.408,10–30 km,2,1,16.07588914,-17.09341727,0.000364189,0.071005271,0.292375465,0.221370194,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,37694.53726,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,17.09341727
Blackwarrior,2018,452,425734.3458,3611397.322,10–30 km,2,1,16.15802598,-2.518465483,0.000320194,0.089009201,0.138249752,0.049240551,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,290.6407839,37985.17804,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,2.518465483
Blackwarrior,2018,452,425734.3458,3611397.322,10–30 km,2,1,16.15802598,-2.518465483,0.000320194,0.089009201,0.138249752,0.049240551,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,37985.17804,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,2.518465483
Blackwarrior,2018,453,426071.176,3611463.357,10–30 km,2,1,16.19278464,-7.46935573,0.000278676,0.077355777,0.270204935,0.192849158,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,343.2421956,38328.42024,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,7.46935573
Blackwarrior,2018,453,426071.176,3611463.357,10–30 km,2,1,16.19278464,-7.46935573,0.000278676,0.077355777,0.270204935,0.192849158,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,38328.42024,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,7.46935573
Blackwarrior,2018,454,426333.9677,3611517.004,10–30 km,2,1,16.22287948,14.07573187,0.000255042,0.080056099,0.063057675,-0.016998424,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,268.2116295,38596.63186,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,14.07573187
Blackwarrior,2018,454,426333.9677,3611517.004,10–30 km,2,1,16.22287948,14.07573187,0.000255042,0.080056099,0.063057675,-0.016998424,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,38596.63186,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,14.07573187
Blackwarrior,2018,455,426611.3676,3611615.133,10–30 km,2,1,16.22024948,23.32262286,0.000243673,0.086886141,0.308121654,0.221235513,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,294.2448048,38890.87667,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,23.32262286
Blackwarrior,2018,455,426611.3676,3611615.133,10–30 km,2,1,16.22024948,23.32262286,0.000243673,0.086886141,0.308121654,0.221235513,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,38890.87667,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,23.32262286
Blackwarrior,2018,456,426860.0659,3611699.435,10–30 km,2,1,16.2258764,-6.10644636,2.54E-05,0.091664275,0.167917385,0.07625311,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,262.5979277,39153.4746,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,6.10644636
Blackwarrior,2018,456,426860.0659,3611699.435,10–30 km,2,1,16.2258764,-6.10644636,2.54E-05,0.091664275,0.167917385,0.07625311,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,39153.4746,1,1,Blackwarrior_2018_29,absorbed,0.953451531,-0.635498169,0,3000,86,6.10644636
Blackwarrior,2018,457,427153.9743,3611847.713,10–30 km,2,1,16.19273534,-1.019135935,-0.000675192,0.117399551,0.158757899,0.041358348,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,329.1937315,39482.66833,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,1.019135935
Blackwarrior,2018,457,427153.9743,3611847.713,10–30 km,2,1,16.19273534,-1.019135935,-0.000675192,0.117399551,0.158757899,0.041358348,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,39482.66833,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,1.019135935
Blackwarrior,2018,458,427331.0922,3611867.9,10–30 km,2,1,16.24001931,4.836782834,-0.002525509,0.086510533,0.095028132,0.008517599,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,178.264594,39660.93292,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,4.836782834
Blackwarrior,2018,458,427331.0922,3611867.9,10–30 km,2,1,16.24001931,4.836782834,-0.002525509,0.086510533,0.095028132,0.008517599,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,39660.93292,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,4.836782834
Blackwarrior,2018,459,427503.1862,3611831.679,10–30 km,2,1,16.3392169,12.19558018,-0.00081012,0.080316959,0.143865059,0.0635481,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,175.8644526,39836.79738,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,12.19558018
Blackwarrior,2018,459,427503.1862,3611831.679,10–30 km,2,1,16.3392169,12.19558018,-0.00081012,0.080316959,0.143865059,0.0635481,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,39836.79738,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,12.19558018
Blackwarrior,2018,460,427747.4432,3611729.917,10–30 km,2,1,16.52844591,13.55958683,-0.000445599,0.024390252,0.130699118,0.106308866,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,264.607231,40101.40461,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,13.55958683
Blackwarrior,2018,460,427747.4432,3611729.917,10–30 km,2,1,16.52844591,13.55958683,-0.000445599,0.024390252,0.130699118,0.106308866,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,40101.40461,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,13.55958683
Blackwarrior,2018,461,427961.2172,3611615.389,10–30 km,2,1,16.71903809,17.08999886,-0.000190408,0.059188032,0.360377272,0.30118924,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,242.5200731,40343.92468,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,17.08999886
Blackwarrior,2018,461,427961.2172,3611615.389,10–30 km,2,1,16.71903809,17.08999886,-0.000190408,0.059188032,0.360377272,0.30118924,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,40343.92468,-1,-1,Blackwarrior_2018_30,absorbed,0.953451531,-0.635498169,0,3000,86,17.08999886
Blackwarrior,2018,462,428263.8233,3611418.263,10–30 km,2,1,17.02295124,19.03936014,9.45E-06,0.024158396,0.516749652,0.492591256,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,361.1497081,40705.07439,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,19.03936014
Blackwarrior,2018,462,428263.8233,3611418.263,10–30 km,2,1,17.02295124,19.03936014,9.45E-06,0.024158396,0.516749652,0.492591256,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,40705.07439,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,19.03936014
Blackwarrior,2018,463,428529.6133,3611251.585,10–30 km,2,1,17.28585258,-15.97686194,0.000361231,0.019985202,0.30651248,0.286527278,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,313.728991,41018.80338,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,15.97686194
Blackwarrior,2018,463,428529.6133,3611251.585,10–30 km,2,1,17.28585258,-15.97686194,0.000361231,0.019985202,0.30651248,0.286527278,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41018.80338,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,15.97686194
Blackwarrior,2018,464,428686.5418,3611171.668,10–30 km,2,1,17.42515962,-1.225226441,0.000125417,0.016985736,0.374405501,0.357419765,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,176.1058801,41194.90926,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,1.225226441
Blackwarrior,2018,464,428686.5418,3611171.668,10–30 km,2,1,17.42515962,-1.225226441,0.000125417,0.016985736,0.374405501,0.357419765,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41194.90926,1,1,Blackwarrior_2018_31,absorbed,0.953451531,-0.635498169,0,3000,86,1.225226441
Blackwarrior,2018,465,428989.2658,3611051.378,10–30 km,2,1,17.66532797,-7.454041522,-7.63E-05,0.087366092,0.412211501,0.324845409,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,325.7476082,41520.65687,-1,-1,Blackwarrior_2018_32,absorbed,0.953451531,-0.635498169,0,3000,86,7.454041522
Blackwarrior,2018,465,428989.2658,3611051.378,10–30 km,2,1,17.66532797,-7.454041522,-7.63E-05,0.087366092,0.412211501,0.324845409,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41520.65687,-1,-1,Blackwarrior_2018_32,absorbed,0.953451531,-0.635498169,0,3000,86,7.454041522
Blackwarrior,2018,466,429168.0001,3610933.874,10–30 km,2,1,17.85000219,-3.039156871,0.001014333,0.044553268,0.526417463,0.481864195,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,213.8998364,41734.5567,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,3.039156871
Blackwarrior,2018,466,429168.0001,3610933.874,10–30 km,2,1,17.85000219,-3.039156871,0.001014333,0.044553268,0.526417463,0.481864195,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41734.5567,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,3.039156871
Blackwarrior,2018,467,429267.8804,3610916.041,10–30 km,2,1,17.91075576,0.485087415,0.007880554,0.082509132,0.186483701,0.103974569,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,101.4597961,41836.0165,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,0.485087415
Blackwarrior,2018,467,429267.8804,3610916.041,10–30 km,2,1,17.91075576,0.485087415,0.007880554,0.082509132,0.186483701,0.103974569,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41836.0165,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,0.485087415
Blackwarrior,2018,468,429363.6419,3610943.106,10–30 km,2,1,17.93000651,3.633917626,0.003538853,0.066194234,0.159171837,0.092977603,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,99.51270827,41935.52921,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,3.633917626
Blackwarrior,2018,468,429363.6419,3610943.106,10–30 km,2,1,17.93000651,3.633917626,0.003538853,0.066194234,0.159171837,0.092977603,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,41935.52921,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,3.633917626
Blackwarrior,2018,469,429476.8137,3611080.058,10–30 km,2,1,17.8603329,1.751205992,0.000836778,0.077508979,0.089242388,0.011733409,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,177.6617759,42113.19098,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,1.751205992
Blackwarrior,2018,469,429476.8137,3611080.058,10–30 km,2,1,17.8603329,1.751205992,0.000836778,0.077508979,0.089242388,0.011733409,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,42113.19098,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,1.751205992
Blackwarrior,2018,470,429598.2432,3611300.349,10–30 km,2,1,17.72260499,25.50509921,7.26E-05,0.034595217,0.375289069,0.340693852,1.238918841,0.953451531,-0.28546731,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,251.5417424,42364.73273,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,25.50509921
Blackwarrior,2018,470,429598.2432,3611300.349,10–30 km,2,1,17.72260499,25.50509921,7.26E-05,0.034595217,0.375289069,0.340693852,1.238918841,0.953451531,-0.28546731,features_model_ready_cleaned.csv,2018-2024,TRUE,0,42364.73273,1,1,Blackwarrior_2018_33,absorbed,0.953451531,-0.635498169,0,3000,86,25.50509921
Blackwarrior,2018,471,429992.6549,3611989.873,10–30 km,2,1,17.31535321,7.668357341,4.74E-05,0.066006408,0.23612047,0.170114062,1.269338391,0.960713259,-0.308625132,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,794.3575616,43159.09029,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.668357341
Blackwarrior,2018,471,429992.6549,3611989.873,10–30 km,2,1,17.31535321,7.668357341,4.74E-05,0.066006408,0.23612047,0.170114062,1.269338391,0.960713259,-0.308625132,features_model_ready_cleaned.csv,2018-2024,TRUE,0,43159.09029,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.668357341
Blackwarrior,2018,472,430194.5497,3612456.547,10–30 km,2,1,17.02074046,7.048731343,0.000441258,0.066355445,0.249812552,0.183457107,1.269338391,0.960713259,-0.308625132,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,508.4743185,43667.56461,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.048731343
Blackwarrior,2018,472,430194.5497,3612456.547,10–30 km,2,1,17.02074046,7.048731343,0.000441258,0.066355445,0.249812552,0.183457107,1.269338391,0.960713259,-0.308625132,features_model_ready_cleaned.csv,2018-2024,TRUE,0,43667.56461,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.048731343
Blackwarrior,2018,473,430261.1838,3612595.13,10–30 km,2,1,16.93878161,-7.52311378,0.000702241,0.082732745,0.186377523,0.103644778,1.269338391,0.960713259,-0.308625132,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,153.7704496,43821.33506,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.52311378
Blackwarrior,2018,473,430261.1838,3612595.13,10–30 km,2,1,16.93878161,-7.52311378,0.000702241,0.082732745,0.186377523,0.103644778,1.269338391,0.960713259,-0.308625132,features_model_ready_cleaned.csv,2018-2024,TRUE,0,43821.33506,1,1,Blackwarrior_2018_33,absorbed,0.960713259,-0.572634681,0,3000,86,7.52311378
Blackwarrior,2018,474,430313.3727,3613013.569,10–30 km,2,1,16.61523879,4.244619398,0.000787822,0.09642826,0.088204366,-0.008223894,1.074889652,0.97652205,-0.098367602,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,421.6810145,44243.01607,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,4.244619398
Blackwarrior,2018,474,430313.3727,3613013.569,10–30 km,2,1,16.61523879,4.244619398,0.000787822,0.09642826,0.088204366,-0.008223894,1.074889652,0.97652205,-0.098367602,features_model_ready_cleaned.csv,2018-2024,TRUE,0,44243.01607,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,4.244619398
Blackwarrior,2018,475,430291.4337,3613175.3,10–30 km,2,1,16.46808005,-4.416796776,0.002091068,0.085748206,0.347086457,0.261338251,1.074889652,0.97652205,-0.098367602,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,163.2122424,44406.22831,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,4.416796776
Blackwarrior,2018,475,430291.4337,3613175.3,10–30 km,2,1,16.46808005,-4.416796776,0.002091068,0.085748206,0.347086457,0.261338251,1.074889652,0.97652205,-0.098367602,features_model_ready_cleaned.csv,2018-2024,TRUE,0,44406.22831,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,4.416796776
Blackwarrior,2018,476,430157.4652,3613408.138,10–30 km,2,1,16.19989883,-1.428848643,0.000674278,0.075263759,0.128317264,0.053053505,1.074889652,0.97652205,-0.098367602,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,268.6281691,44674.85648,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,1.428848643
Blackwarrior,2018,476,430157.4652,3613408.138,10–30 km,2,1,16.19989883,-1.428848643,0.000674278,0.075263759,0.128317264,0.053053505,1.074889652,0.97652205,-0.098367602,features_model_ready_cleaned.csv,2018-2024,TRUE,0,44674.85648,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,1.428848643
Blackwarrior,2018,477,429974.3475,3613610.315,10–30 km,2,1,15.93014418,-3.584871313,0.00088296,0.015886461,0.235354572,0.219468111,1.074889652,0.97652205,-0.098367602,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,272.7776226,44947.6341,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,3.584871313
Blackwarrior,2018,477,429974.3475,3613610.315,10–30 km,2,1,15.93014418,-3.584871313,0.00088296,0.015886461,0.235354572,0.219468111,1.074889652,0.97652205,-0.098367602,features_model_ready_cleaned.csv,2018-2024,TRUE,0,44947.6341,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,3.584871313
Blackwarrior,2018,478,429807.264,3613737.543,10–30 km,2,1,15.73200441,-5.172258441,0.001160219,0.053530456,0.285868905,0.232338449,1.074889652,0.97652205,-0.098367602,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,210.0091902,45157.64329,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,5.172258441
Blackwarrior,2018,478,429807.264,3613737.543,10–30 km,2,1,15.73200441,-5.172258441,0.001160219,0.053530456,0.285868905,0.232338449,1.074889652,0.97652205,-0.098367602,features_model_ready_cleaned.csv,2018-2024,TRUE,0,45157.64329,1,1,Blackwarrior_2018_33,absorbed,0.97652205,-0.435780788,0,3000,86,5.172258441
Blackwarrior,2018,479,429602.8925,3613816.275,10–30 km,2,1,15.55474135,-5.934493384,0.00286569,0.050797013,0.371055259,0.320258246,1.141346808,0.953773281,-0.187573527,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,219.0124148,45376.65571,1,1,Blackwarrior_2018_33,absorbed,0.953773281,-0.632712837,0,3000,86,5.934493384
Blackwarrior,2018,479,429602.8925,3613816.275,10–30 km,2,1,15.55474135,-5.934493384,0.00286569,0.050797013,0.371055259,0.320258246,1.141346808,0.953773281,-0.187573527,features_model_ready_cleaned.csv,2018-2024,TRUE,0,45376.65571,1,1,Blackwarrior_2018_33,absorbed,0.953773281,-0.632712837,0,3000,86,5.934493384
Blackwarrior,2018,480,429503.8087,3613801.708,10–30 km,2,1,15.51372055,1.821415202,0.006212534,0.094099176,0.344344552,0.250245376,1.141346808,0.953773281,-0.187573527,features_model_ready_with_Cahaba_NoDam0.csv,2018-2024,TRUE,100.1488737,45476.80458,1,1,Blackwarrior_2018_33,absorbed,0.953773281,-0.632712837,0,3000,86,1.821415202
